c_Sport,c_Season,c_Event,c_Gender,n_DateSort,c_Person,c_PersonNatio,c_NOC,c_Result,n_ResultSort,c_Class
Swimming,2018,50m Backstroke,Men,20180420,Sergey Fesikov,Russia,Russia,24.79,24790,Elite
Swimming,2018,50m Backstroke,Men,20180727,Daniel Carr,United States,United States,24.81,24810,Elite
Swimming,2018,50m Backstroke,Men,20180724,Dylan Carter,Trinidad & Tobago,Trinidad & Tobago,24.83,24830,Elite
Swimming,2018,50m Backstroke,Men,20180804,Jérémy Stravius,France,France,24.83,24830,Elite
Swimming,2018,50m Backstroke,Men,20180420,Nikita Ulyanov,Russia,Russia,24.83,24830,Elite
Swimming,2018,50m Backstroke,Men,20180408,Benjamin Treffers,Australia,Australia,24.84,24840,Elite
Swimming,2018,50m Backstroke,Men,20180420,Grigoriy Tarasevich,Russia,Russia,24.86,24860,Elite
Swimming,2018,50m Backstroke,Men,20180820,Ryosuke Irie,Japan,Japan,24.88,24880,Elite
Swimming,2018,50m Backstroke,Men,20180803,Christian Diener,Germany,Germany,24.89,24890,Elite
Swimming,2018,50m Backstroke,Men,20180803,Jonatan Kopelev,Israel,Israel,24.92,24920,Elite
Swimming,2018,50m Backstroke,Men,20180427,Kang Ji-Seok,Korea,Korea,24.93,24930,Elite
Swimming,2018,50m Backstroke,Men,20180629,Gabriel Fantoni,Brazil,Brazil,24.95,24950,Elite
Swimming,2018,50m Backstroke,Men,20180803,Apostolos Christou,Greece,Greece,24.96,24960,Elite
Swimming,2018,50m Backstroke,Men,20180303,Zac Incerti,Australia,Australia,24.97,24970,Elite
Swimming,2018,50m Backstroke,Men,20180712,Mark Nikolaev,Russia,Russia,24.97,24970,Elite
Swimming,2018,50m Backstroke,Men,20180803,Conor Ferguson,Northern Ireland,Ireland,24.99,24990,Elite
Swimming,2018,50m Backstroke,Men,20180803,Simone Sabbioni,Italy,Italy,24.99,24990,Elite
Swimming,2018,50m Backstroke,Men,20180419,Guilherme Guido,Brazil,Brazil,25.00,25000,Elite
Swimming,2018,50m Backstroke,Men,20180721,Mohamed Samy El Sayed,Egypt,Egypt,25.01,25010,Elite
Swimming,2018,50m Backstroke,Men,20180820,I Gede Siman Sudartawa,Indonesia,Indonesia,25.01,25010,Elite
Swimming,2018,50m Backstroke,Men,20180427,Won Youngjun,Korea,Korea,25.05,25050,Elite
Swimming,2018,50m Backstroke,Men,20180803,Yakov Toumarkin,Israel,Israel,25.09,25090,Elite
Swimming,2018,50m Backstroke,Men,20180803,Nicholas Pyle,Great Britain,Great Britain,25.10,25100,Elite
Swimming,2018,50m Backstroke,Men,20181009,Tomoe Zenimoto Hvas,Norway,Norway,25.12,25120,Elite
Swimming,2018,50m Backstroke,Men,20180727,Christopher Staka,United States,United States,25.13,25130,Elite
Swimming,2018,50m Backstroke,Men,20180623,Zane Waddell,South Africa,South Africa,25.14,25140,Elite
Swimming,2018,50m Backstroke,Men,20180629,Matteo Milli,Italy,Italy,25.15,25150,Elite
Swimming,2018,50m Backstroke,Men,20180420,Pavel Tatarenko,Russia,Russia,25.20,25200,Elite
Swimming,2018,50m Backstroke,Men,20180725,Robinson Molina,Venezuela,Venezuela,25.21,25210,Elite
Swimming,2018,50m Backstroke,Men,20180623,Niccolò Bonacchi,Italy,Italy,25.21,25210,Elite
Swimming,2018,50m Backstroke,Men,20180803,Kacper Stokowski,Poland,Poland,25.22,25220,Elite
Swimming,2018,50m Backstroke,Men,20180727,Luke Kaliszak,United States,United States,25.22,25220,Elite
Swimming,2018,50m Backstroke,Men,20180331,Kristóf Milák,Hungary,Hungary,25.23,25230,Elite
Swimming,2018,50m Backstroke,Men,20180707,Michael Schaeffner,Germany,Germany,25.23,25230,Elite
Swimming,2018,50m Backstroke,Men,20180419,Guilherme Basseto,Brazil,Brazil,25.24,25240,Elite
Swimming,2018,50m Backstroke,Men,20180526,Kamil Kazmierczak,Poland,Poland,25.24,25240,Elite
Swimming,2018,50m Backstroke,Men,20180331,Bence Szentes,Hungary,Hungary,25.25,25250,Elite
Swimming,2018,50m Backstroke,Men,20181010,Thomas Ceccon,Italy,Italy,25.27,25270,Elite
Swimming,2018,50m Backstroke,Men,20180427,Park Seon-Kwan,Korea,Korea,25.27,25270,Elite
Swimming,2018,50m Backstroke,Men,20180303,William Stockwell,Australia,Australia,25.28,25280,Elite
Swimming,2018,50m Backstroke,Men,20180820,Wang Peng,China,China,25.28,25280,Elite
Swimming,2018,50m Backstroke,Men,20180707,Thierry Bollin,Switzerland,Switzerland,25.28,25280,Elite
Swimming,2018,50m Backstroke,Men,20180727,David Puczkowski,United States,United States,25.29,25290,Elite
Swimming,2018,50m Backstroke,Men,20180420,Egor Pavlov,Russia,Russia,25.34,25340,Elite
Swimming,2018,50m Backstroke,Men,20180526,Hiroki Sakurai,Japan,Japan,25.35,25350,Elite
Swimming,2018,50m Backstroke,Men,20180228,Shaun Champion,Australia,Australia,25.36,25360,Elite
Swimming,2018,50m Backstroke,Men,20180731,Ryan Gridley,United States,United States,25.37,25370,Elite
Swimming,2018,50m Backstroke,Men,20180526,Daniel-Cristian Martin,Romania,Romania,25.38,25380,Elite
Swimming,2018,50m Backstroke,Men,20180303,William Yang,Australia,Australia,25.38,25380,Elite
Swimming,2018,50m Backstroke,Men,20180131,Maksim Dzialendzik,Belarus,Belarus,25.40,25400,Elite
Swimming,2018,50m Backstroke,Men,20180727,Bryce Mefford,United States,United States,25.41,25410,Elite
Swimming,2018,50m Backstroke,Men,20180727,Nick Alexander,United States,United States,25.43,25430,Elite
Swimming,2018,50m Backstroke,Men,20180407,Javier Acevedo,Canada,Canada,25.43,25430,Elite
Swimming,2018,50m Backstroke,Men,20180408,Xavier Castelli,Wales,Great Britain,25.44,25440,Elite
Swimming,2018,50m Backstroke,Men,20180727,Max St. George,United States,United States,25.44,25440,Elite
Swimming,2018,50m Backstroke,Men,20180413,Wang Guanbin,China,China,25.44,25440,Elite
Swimming,2018,50m Backstroke,Men,20180721,Ole Braunschweig,Germany,Germany,25.44,25440,Elite
Swimming,2018,50m Backstroke,Men,20180712,Georg Gutmann,Russia,Russia,25.45,25450,Elite
Swimming,2018,50m Backstroke,Men,20180525,Maxence Orange,France,France,25.45,25450,Elite
Swimming,2018,50m Backstroke,Men,20180908,Jesse Puts,Netherlands,Netherlands,25.45,25450,Elite
Swimming,2018,50m Backstroke,Men,20180707,Björn Seeliger,Sweden,Sweden,25.45,25450,Elite
Swimming,2018,50m Backstroke,Men,20180113,Jacob Pebley,United States,United States,25.46,25460,Elite
Swimming,2018,50m Backstroke,Men,20181110,Charles Hockin,Paraguay,Paraguay,25.46,25460,Elite
Swimming,2018,50m Backstroke,Men,20180522,Paul Gabriel Bedel,France,France,25.47,25470,Elite
Swimming,2018,50m Backstroke,Men,20180406,Gustav Hokfelt,Sweden,Sweden,25.49,25490,Elite
Swimming,2018,50m Backstroke,Men,20180427,Lee Ju-Ho,Korea,Korea,25.49,25490,Elite
Swimming,2018,50m Backstroke,Men,20180322,Alexis Santos,Portugal,Portugal,25.49,25490,Elite
Swimming,2018,50m Backstroke,Men,20180610,Markus Thormeyer,Canada,Canada,25.50,25500,Elite
Swimming,2018,50m Backstroke,Men,20180427,Jeong Dong Won,Korea,Korea,25.51,25510,Elite
Swimming,2018,50m Backstroke,Men,20180309,Georgios Spanoudakis,Greece,Greece,25.51,25510,Elite
Swimming,2018,50m Backstroke,Men,20180522,Stanislas Huille,France,France,25.52,25520,Elite
Swimming,2018,50m Backstroke,Men,20180407,Harry Shalamon,Jersey,Great Britain,25.52,25520,Elite
Swimming,2018,50m Backstroke,Men,20180405,Junya Hasegawa,Japan,Japan,25.52,25520,Elite
Swimming,2018,50m Backstroke,Men,20180820,Zheng Wen Quah,Singapore,Singapore,25.53,25530,Elite
Swimming,2018,50m Backstroke,Men,20180727,Hennessey Stuart,United States,United States,25.53,25530,Elite
Swimming,2018,50m Backstroke,Men,20181204,Paul Le Nguyen,Vietnam,Vietnam,25.54,25540,Elite
Swimming,2018,50m Backstroke,Men,20180411,Hugo González,Spain,Spain,25.54,25540,Elite
Swimming,2018,50m Backstroke,Men,20180131,Viktar Staselovich,Belarus,Belarus,25.55,25550,Elite
Swimming,2018,50m Backstroke,Men,20180725,David McLeod,Trinidad & Tobago,Trinidad & Tobago,25.55,25550,Elite
Swimming,2018,50m Backstroke,Men,20180724,Martyn Walton,England,Great Britain,25.55,25550,Elite
Swimming,2018,50m Backstroke,Men,20180526,Rafal Bugdol,Poland,Poland,25.55,25550,Elite
Swimming,2018,50m Backstroke,Men,20180526,Andrei Mircea Anghel,Romania,Romania,25.56,25560,Elite
Swimming,2018,50m Backstroke,Men,20180727,Nicolas Albiero,United States,United States,25.56,25560,Elite
Swimming,2018,50m Backstroke,Men,20180721,Carl-Louis Schwarz,Germany,Germany,25.56,25560,Elite
Swimming,2018,50m Backstroke,Men,20180413,Li Guangyuan,China,China,25.57,25570,Elite
Swimming,2018,50m Backstroke,Men,20180413,Cheng Tianyu,China,China,25.57,25570,Elite
Swimming,2018,50m Backstroke,Men,20180301,Chris Walker-Hebborn,England,Great Britain,25.58,25580,Elite
Swimming,2018,50m Backstroke,Men,20180525,Tomáš Franta,Czech Republic,Czech Republic,25.58,25580,Elite
Swimming,2018,50m Backstroke,Men,20180406,Tomasz Polewka,Poland,Poland,25.58,25580,Elite
Swimming,2018,50m Backstroke,Men,20180303,Josh Beaver,Australia,Australia,25.58,25580,Elite
Swimming,2018,50m Backstroke,Men,20180420,Andrey Arbuzov,Russia,Russia,25.59,25590,Elite
Swimming,2018,50m Backstroke,Men,20180419,Fabio Santi,Brazil,Brazil,25.59,25590,Elite
Swimming,2018,50m Backstroke,Men,20180303,Alexander Graham,Australia,Australia,25.60,25600,Elite
Swimming,2018,50m Backstroke,Men,20180407,Jian-Han Tern,Malaysia,Malaysia,25.60,25600,Elite
Swimming,2018,50m Backstroke,Men,20180803,Ralf Tribuntsov,Estonia,Estonia,25.60,25600,Elite
Swimming,2018,50m Backstroke,Men,20180419,Cesar Cielo,Brazil,Brazil,25.60,25600,Elite
Swimming,2018,50m Backstroke,Men,20180803,Gytis Stankevicius,Lithuania,Lithuania,25.60,25600,Elite
Swimming,2018,50m Backstroke,Men,20180522,Kryls Miatti,France,France,25.61,25610,Elite
Swimming,2018,50m Backstroke,Men,20180522,Mewen Tomac,France,France,25.61,25610,Elite
Swimming,2018,50m Backstroke,Men,20180303,Bradley Woodward,Australia,Australia,25.61,25610,Elite
Swimming,2018,50m Backstroke,Men,20180812,Giulio Brugnoni,Italy,Italy,25.61,25610,Elite
Swimming,2018,50m Backstroke,Men,20180228,Elijah Winnington,Australia,Australia,25.62,25620,Elite
Swimming,2018,50m Backstroke,Men,20180413,Zhou Shuchang,China,China,25.62,25620,Elite
Swimming,2018,50m Backstroke,Men,20180803,Karl-Johann Luht,Estonia,Estonia,25.62,25620,Elite
Swimming,2018,50m Backstroke,Men,20180712,Dmitry Maltsev,Russia,Russia,25.62,25620,Elite
Swimming,2018,50m Backstroke,Men,20180526,Syuhei Uno,Japan,Japan,25.63,25630,Elite
Swimming,2018,50m Backstroke,Men,20180526,Mateusz Ungeheuer,Poland,Poland,25.64,25640,Elite
Swimming,2018,50m Backstroke,Men,20180908,Vladislav Tazov,Russia,Russia,25.64,25640,Elite
Swimming,2018,50m Backstroke,Men,20180405,Junki Yasuda,Japan,Japan,25.64,25640,Elite
Swimming,2018,50m Backstroke,Men,20180111,Taylor Dale,United States,United States,25.65,25650,Elite
Swimming,2018,50m Backstroke,Men,20180707,Kenzo Simons,Netherlands,Netherlands,25.65,25650,Elite
Swimming,2018,50m Backstroke,Men,20180724,Scott Gibson,Great Britain,Great Britain,25.66,25660,Elite
Swimming,2018,50m Backstroke,Men,20180420,David Gamburg,Israel,Israel,25.68,25680,Elite
Swimming,2018,50m Backstroke,Men,20180725,Armando Barrera,Cuba,Cuba,25.68,25680,Elite
Swimming,2018,50m Backstroke,Men,20180420,Roman Larin,Russia,Russia,25.68,25680,Elite
Swimming,2018,50m Backstroke,Men,20180331,Benedek Kovacs,Hungary,Hungary,25.68,25680,Elite
Swimming,2018,50m Backstroke,Men,20181204,Khoi Tran Duy,Vietnam,Vietnam,25.68,25680,Elite
Swimming,2018,50m Backstroke,Men,20180727,Jacob Steele,United States,United States,25.69,25690,Elite
Swimming,2018,50m Backstroke,Men,20180803,Nikos Sofianidis,Greece,Greece,25.69,25690,Elite
Swimming,2018,50m Backstroke,Men,20180410,Christopher Ciccarese,Italy,Italy,25.70,25700,Elite
Swimming,2018,50m Backstroke,Men,20180727,Dean Farris,United States,United States,25.70,25700,Elite
Swimming,2018,50m Backstroke,Men,20180301,Jan-Philip Glania,Germany,Germany,25.70,25700,Elite
Swimming,2018,50m Backstroke,Men,20181013,Mai Kunhao,China,China,25.70,25700,Elite
Swimming,2018,50m Backstroke,Men,20180525,Gábor Balog,Hungary,Hungary,25.71,25710,Elite
Swimming,2018,50m Backstroke,Men,20180427,Kim Dongyeop,Korea,Korea,25.71,25710,Elite
Swimming,2018,50m Backstroke,Men,20180725,Omar Pinzón,Colombia,Colombia,25.71,25710,Elite
Swimming,2018,50m Backstroke,Men,20180411,Aschwin Wildeboer,Spain,Spain,25.73,25730,Elite
Swimming,2018,50m Backstroke,Men,20180803,Markus Lie,Norway,Norway,25.73,25730,Elite
Swimming,2018,50m Backstroke,Men,20180303,Tristan Hollard,Australia,Australia,25.74,25740,Elite
Swimming,2018,50m Backstroke,Men,20180419,Vitor Nascimento Guaraldo Santo,Brazil,Brazil,25.75,25750,Elite
Swimming,2018,50m Backstroke,Men,20180419,Rodrigo Correia,Brazil,Brazil,25.75,25750,Elite
Swimming,2018,50m Backstroke,Men,20180405,Syunya Nishimura,Japan,Japan,25.76,25760,Elite
Swimming,2018,50m Backstroke,Men,20180410,Mirco Di Tora,Italy,Italy,25.76,25760,Elite
Swimming,2018,50m Backstroke,Men,20180727,Matthew Garcia,United States,United States,25.77,25770,Elite
Swimming,2018,50m Backstroke,Men,20180812,Lorenzo Mora,Italy,Italy,25.77,25770,Elite
Swimming,2018,50m Backstroke,Men,20180623,Kasipat Chograthin,Thailand,Thailand,25.77,25770,Elite
Swimming,2018,50m Backstroke,Men,20180405,Kouhei Hosokawa,Japan,Japan,25.78,25780,Elite
Swimming,2018,50m Backstroke,Men,20180425,Jacques van Wyk,South Africa,South Africa,25.78,25780,Elite
Swimming,2018,50m Backstroke,Men,20180410,Michele Lamberti,Italy,Italy,25.78,25780,Elite
Swimming,2018,50m Backstroke,Men,20180803,Bernhard Reitshammer,Austria,Austria,25.78,25780,Elite
Swimming,2018,50m Backstroke,Men,20180303,Bobby Hurley,Australia,Australia,25.79,25790,Elite
Swimming,2018,50m Backstroke,Men,20180602,Anton Mueller,Germany,Germany,25.79,25790,Elite
Swimming,2018,50m Backstroke,Men,20180714,Roman Mityukov,Switzerland,Switzerland,25.79,25790,Elite
Swimming,2018,50m Backstroke,Men,20180525,Jan Cejka,Czech Republic,Czech Republic,25.79,25790,Elite
Swimming,2018,50m Backstroke,Men,20180405,Rory McEvoy,Ireland,Ireland,25.80,25800,Elite
Swimming,2018,50m Backstroke,Men,20180408,Craig McNally,Scotland,Great Britain,25.80,25800,Elite
Swimming,2018,50m Backstroke,Men,20180522,Jean Lamorisse,France,France,25.81,25810,Elite
Swimming,2018,50m Backstroke,Men,20180526,Krzysztof Radziszewski,Poland,Poland,25.82,25820,Elite
Swimming,2018,50m Backstroke,Men,20180419,Nathan Bighetti,Brazil,Brazil,25.82,25820,Elite
Swimming,2018,50m Backstroke,Men,20180724,James Oxborrow,Great Britain,Great Britain,25.83,25830,Elite
Swimming,2018,50m Backstroke,Men,20180420,Maxim Tretyakov,Russia,Russia,25.84,25840,Elite
Swimming,2018,50m Backstroke,Men,20180303,Jack Selman,Australia,Australia,25.84,25840,Elite
Swimming,2018,50m Backstroke,Men,20180711,Juan Francisco Segura Gutierrez,Spain,Spain,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180712,Magnus Jakupsson,Denmark,Denmark,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180413,Wang Yutian,China,China,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180331,Gábor Zombori,Hungary,Hungary,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180803,Gabriel Lopes,Portugal,Portugal,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180726,Oren Malka,Israel,Israel,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180411,Sergio Campos Varela,Spain,Spain,25.85,25850,Elite
Swimming,2018,50m Backstroke,Men,20180113,Bryce Bohman,United States,United States,25.86,25860,Elite
Swimming,2018,50m Backstroke,Men,20180727,Zachary Poti,United States,United States,25.86,25860,Elite
Swimming,2018,50m Backstroke,Men,20180725,Christian Alexander Ricardo Mendez,Cuba,Cuba,25.86,25860,Elite
Swimming,2018,50m Backstroke,Men,20180712,Evgenii Gurevich,Russia,Russia,25.87,25870,Elite
Swimming,2018,50m Backstroke,Men,20180724,Liam White,Great Britain,Great Britain,25.88,25880,Elite
Swimming,2018,50m Backstroke,Men,20180820,Merdan Ataýew,Turkmenistan,Turkmenistan,25.88,25880,Elite
Swimming,2018,50m Backstroke,Men,20180119,Arkady Vyatchanin,United States,United States,25.88,25880,Elite
Swimming,2018,50m Backstroke,Men,20180203,Daniel Cross,Great Britain,Great Britain,25.90,25900,Elite
Swimming,2018,50m Backstroke,Men,20180724,Thomas Gilroy,Great Britain,Great Britain,25.92,25920,Elite
Swimming,2018,50m Backstroke,Men,20180705,Bayley Main,New Zealand,New Zealand,25.92,25920,Elite
Swimming,2018,50m Backstroke,Men,20180705,Corey Main,New Zealand,New Zealand,25.93,25930,Elite
Swimming,2018,50m Backstroke,Men,20180526,Yuma Edo,Japan,Japan,25.93,25930,Elite
Swimming,2018,50m Backstroke,Men,20180526,Stanislaw Kolczynski,Poland,Poland,25.93,25930,Elite
Swimming,2018,50m Backstroke,Men,20180526,Osamu Katou,Japan,Japan,25.93,25930,Elite
Swimming,2018,50m Backstroke,Men,20180724,Samuel Irvine,Great Britain,Great Britain,25.94,25940,Elite
Swimming,2018,50m Backstroke,Men,20180727,Youssef Said,United Arab Emirates,Egypt,25.94,25940,Elite
Swimming,2018,50m Backstroke,Men,20180727,Alessandro Boratto,United States,United States,25.94,25940,Elite
Swimming,2018,50m Backstroke,Men,20180726,Michael Laitarovsky,Israel,Israel,25.95,25950,Elite
Swimming,2018,50m Backstroke,Men,20180812,Davide Nardini,Italy,Italy,25.95,25950,Elite
Swimming,2018,50m Backstroke,Men,20180405,Riku Matsuyama,Japan,Japan,25.96,25960,Elite
Swimming,2018,50m Backstroke,Men,20180411,Javier Romero Barrios,Spain,Spain,25.96,25960,Elite
Swimming,2018,50m Backstroke,Men,20180706,Simon Sjödin,Sweden,Sweden,25.96,25960,Elite
Swimming,2018,50m Backstroke,Men,20180427,Song Imgyu,Korea,Korea,25.97,25970,Elite
Swimming,2018,50m Backstroke,Men,20180522,Adrien Musart,France,France,25.97,25970,Elite
Swimming,2018,50m Backstroke,Men,20180725,Daniel Torres,Mexico,Mexico,25.98,25980,Elite
Swimming,2018,50m Backstroke,Men,20180420,Ivan Zaitsev,Russia,Russia,25.98,25980,Elite
Swimming,2018,50m Backstroke,Men,20180410,Paolo Aiello,Italy,Italy,25.99,25990,Elite
Swimming,2018,50m Backstroke,Men,20180406,Jordan Pothain,France,France,25.99,25990,Elite
Swimming,2018,50m Backstroke,Men,20180803,Iskender Bashlakov,Turkey,Turkey,25.99,25990,Elite
Swimming,2018,50m Backstroke,Men,20181010,Lewis Blackburn,Australia,Australia,25.99,25990,Elite
Swimming,2018,50m Backstroke,Men,20180421,Mazen Shoukri,Egypt,Egypt,25.99,25990,Elite
Swimming,2018,50m Backstroke,Men,20180526,Junya Ohtaka,Japan,Japan,26.00,26000,Elite
Swimming,2018,50m Backstroke,Men,20180128,Philip Heintz,Germany,Germany,26.00,26000,Elite
Swimming,2018,50m Backstroke,Men,20181110,Nicolas De Ferrari,Argentina,Argentina,26.01,26010,Elite
Swimming,2018,50m Backstroke,Men,20180526,Radoslaw Kawecki,Poland,Poland,26.01,26010,Elite
Swimming,2018,50m Backstroke,Men,20180629,Stan Pijnenburg,Netherlands,Netherlands,26.02,26020,Elite
Swimming,2018,50m Backstroke,Men,20180522,Ladislas Salczer,France,France,26.02,26020,Elite
Swimming,2018,50m Backstroke,Men,20180721,Lukas Loewel,Germany,Germany,26.03,26030,Elite
Swimming,2018,50m Backstroke,Men,20180622,Shaine Casas,United States,United States,26.03,26030,Elite
Swimming,2018,50m Backstroke,Men,20180502,Maksim Krepski,Belarus,Belarus,26.05,26050,Elite
Swimming,2018,50m Backstroke,Men,20180522,Pierre-Yves Desprez,France,France,26.05,26050,Elite
Swimming,2018,50m Backstroke,Men,20180727,Kyle Robrock,United States,United States,26.06,26060,Elite
Swimming,2018,50m Backstroke,Men,20180804,Mitchell Whyte,United States,United States,26.06,26060,Elite
Swimming,2018,50m Backstroke,Men,20180419,Gustavo Louzada,Brazil,Brazil,26.06,26060,Elite
Swimming,2018,50m Backstroke,Men,20180614,Jacob Molacek,United States,United States,26.06,26060,Elite
Swimming,2018,50m Backstroke,Men,20180405,Isamu Mizokuchi,Japan,Japan,26.06,26060,Elite
Swimming,2018,50m Backstroke,Men,20180407,Robert Hill,Canada,Canada,26.07,26070,Elite
Swimming,2018,50m Backstroke,Men,20180526,Rafal Slowik,Poland,Poland,26.07,26070,Elite
Swimming,2018,50m Backstroke,Men,20180405,Takahiro Yamazaki,Japan,Japan,26.07,26070,Elite
Swimming,2018,50m Backstroke,Men,20180725,Jack Kirby,Barbados,Barbados,26.07,26070,Elite
Swimming,2018,50m Backstroke,Men,20180223,Panagiotis Bolanos,Greece,Greece,26.07,26070,Elite
Swimming,2018,50m Backstroke,Men,20180316,Nelson Silva,Brazil,Brazil,26.07,26070,Elite
Swimming,2018,50m Backstroke,Men,20180526,Kaito Watanabe,Japan,Japan,26.08,26080,Elite
Swimming,2018,50m Backstroke,Men,20180724,Joseph Small,Great Britain,Great Britain,26.08,26080,Elite
Swimming,2018,50m Backstroke,Men,20180131,Pavel Chaikou,Belarus,Belarus,26.08,26080,Elite
Swimming,2018,50m Backstroke,Men,20180420,Maxim Stupin,Russia,Russia,26.09,26090,Elite
Swimming,2018,50m Backstroke,Men,20180727,Benjamin Ho,United States,United States,26.09,26090,Elite
Swimming,2018,50m Backstroke,Men,20180727,Sjobbe Luyten,Belgium,Belgium,26.09,26090,Elite
Swimming,2018,50m Backstroke,Men,20180726,Francisco Rogerio Santos,Great Britain,Great Britain,26.09,26090,Elite
Swimming,2018,50m Backstroke,Men,20180802,Anthony Grimm,United States,United States,26.10,26100,Elite
Swimming,2018,50m Backstroke,Men,20180712,Nikita Okunev,Russia,Russia,26.10,26100,Elite
Swimming,2018,50m Backstroke,Men,20180410,Nicola Piermaria Turrini,Italy,Italy,26.10,26100,Elite
Swimming,2018,50m Backstroke,Men,20180106,Gaston Hernandez,Argentina,Argentina,26.11,26110,Elite
Swimming,2018,50m Backstroke,Men,20180622,Song Yukuan,China,China,26.11,26110,Elite
Swimming,2018,50m Backstroke,Men,20181013,Hou Yuchen,China,China,26.12,26120,Elite
Swimming,2018,50m Backstroke,Men,20180421,Finn Kennard-Campbell,New Zealand,New Zealand,26.12,26120,Elite
Swimming,2018,50m Backstroke,Men,20180526,Koushi Imabayashi,Japan,Japan,26.12,26120,Elite
Swimming,2018,50m Backstroke,Men,20181013,Zheng Mingli,China,China,26.12,26120,Elite
Swimming,2018,50m Backstroke,Men,20180526,Kazuhide Shigemi,Japan,Japan,26.12,26120,Elite
Swimming,2018,50m Backstroke,Men,20181013,Zhao Xianjian,China,China,26.13,26130,Elite
Swimming,2018,50m Backstroke,Men,20180727,Destin Lasco,United States,United States,26.13,26130,Elite
Swimming,2018,50m Backstroke,Men,20180303,Peter Mills,Australia,Australia,26.13,26130,Elite
Swimming,2018,50m Backstroke,Men,20180614,Coleman Stewart,United States,United States,26.13,26130,Elite
Swimming,2018,50m Backstroke,Men,20180407,Sebastian Somerset,Canada,Canada,26.14,26140,Elite
Swimming,2018,50m Backstroke,Men,20180406,Girts Feldbergs,Latvia,Latvia,26.14,26140,Elite
Swimming,2018,50m Backstroke,Men,20180727,Peter Larson,United States,United States,26.15,26150,Elite
Swimming,2018,50m Backstroke,Men,20180908,Nikolai Zuev,Russia,Russia,26.15,26150,Elite
Swimming,2018,50m Backstroke,Men,20180622,Zhou Yibing,China,China,26.16,26160,Elite
Swimming,2018,50m Backstroke,Men,20180729,Marvin Miglbauer,Austria,Austria,26.16,26160,Elite
Swimming,2018,50m Backstroke,Men,20180803,Ádám Telegdy,Hungary,Hungary,26.16,26160,Elite
Swimming,2018,50m Backstroke,Men,20180727,Luke Pechmann,United States,United States,26.17,26170,Elite
Swimming,2018,50m Backstroke,Men,20180301,Luke Greenbank,England,Great Britain,26.17,26170,Elite
Swimming,2018,50m Backstroke,Men,20180803,Justin Fleagle,United States,United States,26.18,26180,Elite
Swimming,2018,50m Backstroke,Men,20180920,Shrihari Nartaj,India,India,26.18,26180,Elite
Swimming,2018,50m Backstroke,Men,20180526,Meguru Hotta,Japan,Japan,26.18,26180,Elite
Swimming,2018,50m Backstroke,Men,20180420,Gleb Karasev,Russia,Russia,26.19,26190,Elite
Swimming,2018,50m Backstroke,Men,20180726,Daniel Kaplan,Israel,Israel,26.19,26190,Elite
Swimming,2018,50m Backstroke,Men,20180410,Emanuel Fava,Italy,Italy,26.19,26190,Elite
Swimming,2018,50m Backstroke,Men,20180428,Daniel Aizenberg,Israel,Israel,26.20,26200,Elite
Swimming,2018,50m Backstroke,Men,20181009,Guillermo Cruz,Mexico,Mexico,26.20,26200,Elite
Swimming,2018,50m Backstroke,Men,20180419,Leonardo Guedes,Brazil,Brazil,26.20,26200,Elite
Swimming,2018,50m Backstroke,Men,20180724,Oliver Fitt,Great Britain,Great Britain,26.21,26210,Elite
Swimming,2018,50m Backstroke,Men,20180721,Alex Goerzen,Germany,Germany,26.21,26210,Elite
Swimming,2018,50m Backstroke,Men,20180526,Paul Andrei Rosioru,Romania,Romania,26.21,26210,Elite
Swimming,2018,50m Backstroke,Men,20180421,Felix Wolf,Germany,Germany,26.22,26220,Elite
Swimming,2018,50m Backstroke,Men,20180526,Karol Mlynarczyk,Poland,Poland,26.22,26220,Elite
Swimming,2018,50m Backstroke,Men,20180731,Thomas Hamlet,United States,United States,26.22,26220,Elite
Swimming,2018,50m Backstroke,Men,20180414,Jorge Iga Cesar,Mexico,Mexico,26.23,26230,Elite
Swimming,2018,50m Backstroke,Men,20180820,Masaki Kaneko,Japan,Japan,26.23,26230,Elite
Swimming,2018,50m Backstroke,Men,20180421,Andreas Wiesner,Germany,Germany,26.23,26230,Elite
Swimming,2018,50m Backstroke,Men,20180711,Alejandro Calderon Iglesias,Spain,Spain,26.24,26240,Elite
Swimming,2018,50m Backstroke,Men,20180522,Driss Lahrichi,Morocco,Morocco,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180627,Jack Anderson,New Zealand,New Zealand,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180714,Piotr Ludwiczak,Poland,Poland,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180415,Kevin Witt Christensen,Denmark,Denmark,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180522,Kacper Pastula,Great Britain,Great Britain,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180526,Ryota Naitou,Japan,Japan,26.25,26250,Elite
Swimming,2018,50m Backstroke,Men,20180526,Taishi Natsume,Japan,Japan,26.26,26260,Elite
